,_version_,content,content_raw,id,like,name,profile_image,retweet_count,time,tweet_image,category
140,1.56065E+18,Barack and Michelle Obama are about to sell their memoirs for a record sum of money. https://t.co/QDOwqrHQYT https://t.co/PuIjmUhSah,Barack and Michelle Obama are about to sell their memoirs for a record sum of money. https://t.co/QDOwqrHQYT https://t.co/PuIjmUhSah,8.36677E+17,2525,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[865],2017-02-28T20:37:10Z,no image,
173,1.56065E+18,New research sheds light on the geography of climate change confusion in the United States https://t.co/ok5bZuYjay,New research sheds light on the geography of climate change confusion in the United States https://t.co/ok5bZuYjay,8.36593E+17,190,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[129],2017-02-28T15:05:00Z,no image,
6,1.56065E+18,What did you think of President Trump's #JointAddress? Here's how social media reacted https://t.co/6q0d0U7gTW https://t.co/J9XCD5Rseb,What did you think of President Trump's #JointAddress? Here's how social media reacted https://t.co/6q0d0U7gTW https://t.co/J9XCD5Rseb,8.36816E+17,167,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[62],2017-03-01T05:51:01Z,no image,
745,1.56065E+18,"De'Maree Atkins, 8, shot dead after Houston car crash https://t.co/VyWiahPmdw","De'Maree Atkins, 8, shot dead after Houston car crash https://t.co/VyWiahPmdw",8.3634E+17,127,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[195],2017-02-27T22:20:26Z,no image,
478,1.56065E+18,RT @STsportsdesk: Tennis: Wawrinka suffers early defeat in #Dubai https://t.co/NxpSY1H0BY https://t.co/UPhEroKJ1M,RT @STsportsdesk: Tennis: Wawrinka suffers early defeat in #Dubai https://t.co/NxpSY1H0BY https://t.co/UPhEroKJ1M,8.36627E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T17:20:00Z,https://pbs.twimg.com/media/C5xLrQAUYAII4KE.jpg,
73,1.56065E+18,President Trump arrives to deliver his first address to Congress https://t.co/1FkHkLB2zn #TrumpAddress https://t.co/mWEubMHH4K,President Trump arrives to deliver his first address to Congress https://t.co/1FkHkLB2zn #TrumpAddress https://t.co/mWEubMHH4K,8.3676E+17,155,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[104],2017-03-01T02:06:29Z,no image,
910,1.56065E+18,Morning Briefing: Here's what you need to know to start your day  https://t.co/Z4s9oD8CTS https://t.co/UdGXtKdPsU,Morning Briefing: Here's what you need to know to start your day  https://t.co/Z4s9oD8CTS https://t.co/UdGXtKdPsU,8.36562E+17,65,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[32],2017-02-28T13:00:27Z,no image,
813,1.56065E+18,Video and transcript of the Democratic response to President Trump https://t.co/WMq4dnGgO7,Video and transcript of the Democratic response to President Trump https://t.co/WMq4dnGgO7,8.36815E+17,287,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[130],2017-03-01T05:46:03Z,no image,
238,1.56065E+18,"Compared to his inaugural address, so far tonight Trump is offering a sunnier picture -- watch live: https://t.co/tyDGeyd12R","Compared to his inaugural address, so far tonight Trump is offering a sunnier picture -- watch live: https://t.co/tyDGeyd12R",8.36763E+17,116,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[37],2017-03-01T02:21:06Z,no image,
145,1.56065E+18,"Persecution of Christians and other faith groups in China has ""intensified"" in recent years, a new report says?€? https://t.co/LdaOMtAD1O","Persecution of Christians and other faith groups in China has ""intensified"" in recent years, a new report says?€? https://t.co/LdaOMtAD1O",8.3666E+17,169,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[172],2017-02-28T19:30:01Z,no image,
792,1.56065E+18,RT @BBCNorthAmerica: Do you think this year's #Oscars was too political? We ask @franklinleonard from @theblcklst https://t.co/i2kbUjRhnF h?€?,RT @BBCNorthAmerica: Do you think this year's #Oscars was too political? We ask @franklinleonard from @theblcklst https://t.co/i2kbUjRhnF h?€?,8.36132E+17,0,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[19],2017-02-27T08:32:08Z,https://pbs.twimg.com/ext_tw_video_thumb/836131477750370304/pu/img/6IddH3EMh_fpmz2n.jpg,
234,1.56065E+18,Trump calls to repeal and replace Obamacare -- live analysis: https://t.co/zCWEHSOaOz,Trump calls to repeal and replace Obamacare -- live analysis: https://t.co/zCWEHSOaOz,8.36768E+17,112,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[50],2017-03-01T02:39:39Z,no image,
220,1.56065E+18,"China?€?s housing-market party is winding down for now, and its biggest developer could have a painful hangover https://t.co/JoNPcrOxnT","China?€?s housing-market party is winding down for now, and its biggest developer could have a painful hangover https://t.co/JoNPcrOxnT",8.36793E+17,33,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[27],2017-03-01T04:20:05Z,no image,
923,1.56065E+18,"Danish companies seek to hire, but everyone's already working https://t.co/KiSAVw9V4o https://t.co/vWC6lHA3yW","Danish companies seek to hire, but everyone's already working https://t.co/KiSAVw9V4o https://t.co/vWC6lHA3yW",8.36527E+17,165,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[100],2017-02-28T10:44:03Z,no image,
500,1.56065E+18,"RT @singapolitics: Lee Yi Shyan: Despite dry season in 2016, Singapore did not have to impose water rationing. Price hike is for future wat?€?","RT @singapolitics: Lee Yi Shyan: Despite dry season in 2016, Singapore did not have to impose water rationing. Price hike is for future wat?€?",8.36542E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[3],2017-02-28T11:42:30Z,no image,
132,1.56065E+18,Live coverage of President Trump?€?s first address to Congress begins tonight at 8p ET #TrumpAddress?€? https://t.co/QLr98ZeNqd,Live coverage of President Trump?€?s first address to Congress begins tonight at 8p ET #TrumpAddress?€? https://t.co/QLr98ZeNqd,8.36697E+17,89,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[57],2017-02-28T22:00:02Z,no image,
990,1.56065E+18,"RT @Watching: ""Moonlight"" won three Oscars last night (yes, including best picture.) You can stream it via Amazon https://t.co/urgNp88yj5 h?€?","RT @Watching: ""Moonlight"" won three Oscars last night (yes, including best picture.) You can stream it via Amazon https://t.co/urgNp88yj5 h?€?",8.36311E+17,0,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[54],2017-02-27T20:25:02Z,no image,
774,1.56065E+18,Bulgarian radio gets modern music back after dispute https://t.co/pE9wX7FYBP,Bulgarian radio gets modern music back after dispute https://t.co/pE9wX7FYBP,8.36184E+17,107,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[48],2017-02-27T11:58:35Z,no image,
185,1.56065E+18,Some Democrats are planning to bring immigrants as guests to President Trump's speech tonight?€? https://t.co/LH3hQE6E1a,Some Democrats are planning to bring immigrants as guests to President Trump's speech tonight?€? https://t.co/LH3hQE6E1a,8.36565E+17,1443,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[372],2017-02-28T13:11:57Z,no image,
41,1.56065E+18,"Pres. Trump recognizes widow of Navy SEAL: ""Ryan died as he lived -- a warrior and a hero"" 
https://t.co/nwXd6zCdHc https://t.co/MNzidLT8xf","Pres. Trump recognizes widow of Navy SEAL: ""Ryan died as he lived -- a warrior and a hero"" 
https://t.co/nwXd6zCdHc https://t.co/MNzidLT8xf",8.36775E+17,780,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[243],2017-03-01T03:07:27Z,no image,
696,1.56065E+18,"Why the liberal Dutch are turning to the right 

https://t.co/FMpgh89t5Q https://t.co/Fwi9CHL8pc","Why the liberal Dutch are turning to the right 

https://t.co/FMpgh89t5Q https://t.co/Fwi9CHL8pc",8.36562E+17,125,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[84],2017-02-28T13:00:28Z,no image,
108,1.56065E+18,"Libraries worldwide are hosting ""stuffed animal sleepovers"" as a new program encouraging kids to read?€? https://t.co/AFCLD7qLov","Libraries worldwide are hosting ""stuffed animal sleepovers"" as a new program encouraging kids to read?€? https://t.co/AFCLD7qLov",8.36725E+17,398,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[185],2017-02-28T23:51:01Z,no image,
588,1.56065E+18,"RT @singapolitics: 2nd reading of Patents (Amendment) Bill now by Indranee Rajah, one change to broaden grace period provision for attainin?€?","RT @singapolitics: 2nd reading of Patents (Amendment) Bill now by Indranee Rajah, one change to broaden grace period provision for attainin?€?",8.36437E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T04:44:49Z,no image,
56,1.56065E+18,"Pres. Trump: ""We cannot allow our nation to become a sanctuary for extremists"" https://t.co/V77EMoseJ7 #JointAddress https://t.co/6e9un5sFmK","Pres. Trump: ""We cannot allow our nation to become a sanctuary for extremists"" https://t.co/V77EMoseJ7 #JointAddress https://t.co/6e9un5sFmK",8.36767E+17,323,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[117],2017-03-01T02:35:12Z,no image,
405,1.56065E+18,RT @stbusinessdesk: SGX lifts trading suspension on ISR Capital but slaps 'trade with caution' warning after Soh Chee Wen disclosure https:?€?,RT @stbusinessdesk: SGX lifts trading suspension on ISR Capital but slaps 'trade with caution' warning after Soh Chee Wen disclosure https:?€?,8.36833E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[1],2017-03-01T06:59:45Z,no image,
442,1.56065E+18,Hackers steal data of 850 NSmen and Mindef staff https://t.co/hZDVsTYRc1 https://t.co/7tIadxh3Wn,Hackers steal data of 850 NSmen and Mindef staff https://t.co/hZDVsTYRc1 https://t.co/7tIadxh3Wn,8.36757E+17,4,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[31],2017-03-01T01:55:01Z,no image,
757,1.56065E+18,World's most threatening superbugs ranked in new list https://t.co/steVOLbokE,World's most threatening superbugs ranked in new list https://t.co/steVOLbokE,8.36252E+17,151,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[166],2017-02-27T16:30:26Z,no image,
997,1.56065E+18,"""He pays his taxes. He's not a burden to our taxpayers. He's given a whole hell of a lot more than what he's took."" https://t.co/0a3ZzR89lr","""He pays his taxes. He's not a burden to our taxpayers. He's given a whole hell of a lot more than what he's took."" https://t.co/0a3ZzR89lr",8.36288E+17,257,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[153],2017-02-27T18:52:19Z,no image,
24,1.56065E+18,"Pelosi reacts as Trump talks about an ""imploding Obamacare disaster"" https://t.co/yfajt6qbWt #JointAddress  https://t.co/KSerpxDyrl","Pelosi reacts as Trump talks about an ""imploding Obamacare disaster"" https://t.co/yfajt6qbWt #JointAddress  https://t.co/KSerpxDyrl",8.36788E+17,820,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[311],2017-03-01T04:00:20Z,no image,
467,1.56065E+18,YouTube unveils US$35-a-month live TV service https://t.co/FWBcKYPQVC https://t.co/EWD1S2D0rz,YouTube unveils US$35-a-month live TV service https://t.co/FWBcKYPQVC https://t.co/EWD1S2D0rz,8.36692E+17,3,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T21:36:25Z,no image,
539,1.56065E+18,"RT @singapolitics: Thomas Chua: Businesses feel that water infrastructure is part of public service, and government should not compute this?€?","RT @singapolitics: Thomas Chua: Businesses feel that water infrastructure is part of public service, and government should not compute this?€?",8.36499E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[4],2017-02-28T08:52:29Z,no image,
531,1.56065E+18,"SMRT's non-compliance of approved operating procedures taking place as early as 2002: MOM
https://t.co/o9yINJ8N2e https://t.co/C0g4pYhu77","SMRT's non-compliance of approved operating procedures taking place as early as 2002: MOM
https://t.co/o9yINJ8N2e https://t.co/C0g4pYhu77",8.36505E+17,10,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[9],2017-02-28T09:15:47Z,no image,
618,1.56065E+18,"#Jointsession highlights: 

-Repeal Obamacare
-Enforce immigration laws
-New VOICE office
-Revitalise economy?€? https://t.co/JOYxSBKMRx","#Jointsession highlights: 

-Repeal Obamacare
-Enforce immigration laws
-New VOICE office
-Revitalise economy?€? https://t.co/JOYxSBKMRx",8.36773E+17,238,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[140],2017-03-01T03:01:58Z,no image,
694,1.56065E+18,"French election 2017: 'Obama for president', 42,000 supporters say https://t.co/BNJcnOmKf6","French election 2017: 'Obama for president', 42,000 supporters say https://t.co/BNJcnOmKf6",8.36565E+17,781,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[283],2017-02-28T13:12:11Z,no image,
926,1.56065E+18,"Juliet Evancho, a transgender woman whose sister performed at Trump?€?s inauguration, scored a temporary legal victory https://t.co/7ROyhWupcx","Juliet Evancho, a transgender woman whose sister performed at Trump?€?s inauguration, scored a temporary legal victory https://t.co/7ROyhWupcx",8.36519E+17,258,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[104],2017-02-28T10:10:04Z,no image,
338,1.56065E+18,Trump slow to submit nominations for top administration posts https://t.co/hDZr8Sa0v6,Trump slow to submit nominations for top administration posts https://t.co/hDZr8Sa0v6,8.36533E+17,47,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[49],2017-02-28T11:07:03Z,no image,
51,1.56065E+18,Trump got a thumbs-down from some Democrats when he called on Congress to repeal and replace Obamacare?€? https://t.co/oLwXvKwEYw,Trump got a thumbs-down from some Democrats when he called on Congress to repeal and replace Obamacare?€? https://t.co/oLwXvKwEYw,8.3677E+17,3088,CNN,https://pbs.twimg.com/profile_images/508960761826131968/LnvhR8ED_normal.png,[1142],2017-03-01T02:49:40Z,no image,
507,1.56065E+18,RT @singapolitics: Heng Chee How: Many mature workers worried about whether they will be unfairly targeted for retrenchment on account of a?€?,RT @singapolitics: Heng Chee How: Many mature workers worried about whether they will be unfairly targeted for retrenchment on account of a?€?,8.36538E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[5],2017-02-28T11:27:58Z,no image,
516,1.56065E+18,"RT @STsportsdesk: Football (@premierleague): I'm up there with the best, says @HKane. #COYS #THFC See https://t.co/gu4qL4w6ZS https://t.co/?€?","RT @STsportsdesk: Football (@premierleague): I'm up there with the best, says @HKane. #COYS #THFC See https://t.co/gu4qL4w6ZS https://t.co/?€?",8.36519E+17,0,STcom,https://pbs.twimg.com/profile_images/630988935720648704/HkmsHBTM_normal.jpg,[2],2017-02-28T10:09:35Z,https://pbs.twimg.com/media/C5vkOOFVAAAeXsb.jpg,
920,1.56065E+18,"""We separated the corpses from the ones who had not yet died,"" a resident said. ""Our bodies were stained with blood"" https://t.co/leWYv4EFy3","""We separated the corpses from the ones who had not yet died,"" a resident said. ""Our bodies were stained with blood"" https://t.co/leWYv4EFy3",8.36536E+17,134,nytimes,https://pbs.twimg.com/profile_images/758384037589348352/KB3RFwFm_normal.jpg,[133],2017-02-28T11:20:08Z,no image,
781,1.56065E+18,View from the South https://t.co/cXM8TnWUSN,View from the South https://t.co/cXM8TnWUSN,8.3617E+17,91,BBCWorld,https://pbs.twimg.com/profile_images/694449140269518848/57ZmXva0_normal.jpg,[46],2017-02-27T11:03:31Z,no image,
264,1.56065E+18,Trump plans to sign a revised executive order banning travel Wednesday https://t.co/O4F5W4D8LN,Trump plans to sign a revised executive order banning travel Wednesday https://t.co/O4F5W4D8LN,8.36714E+17,94,WSJ,https://pbs.twimg.com/profile_images/685113343204585473/jV72Zljq_normal.jpg,[83],2017-02-28T23:07:04Z,no image,
